date,open,high,low,close,volume,amount,code,frequency
2017-02-13,3198.9940,3219.4070,3198.9940,3216.8390,22019150848,236158767104.0000,sh.000001,d
2017-02-14,3216.1370,3219.4040,3205.2850,3217.9280,18879808768,204253822976.0000,sh.000001,d
2017-02-15,3215.4630,3235.9970,3206.5600,3212.9850,24150770688,257965244416.0000,sh.000001,d
2017-02-16,3210.3560,3230.2750,3207.7850,3229.6180,21695594240,226587611136.0000,sh.000001,d
2017-02-17,3227.7070,3238.3950,3199.4240,3202.0750,22622817792,248572751872.0000,sh.000001,d
2017-02-20,3198.9630,3241.4580,3198.9630,3239.9610,23215209728,250276130816.0000,sh.000001,d
2017-02-21,3242.2220,3254.3350,3239.8770,3253.3250,21167306496,233551175680.0000,sh.000001,d
2017-02-22,3252.6890,3261.3800,3243.8390,3261.2180,20745377536,234815324160.0000,sh.000001,d
2017-02-23,3258.8310,3264.0810,3236.3540,3251.3750,20917979904,236822581248.0000,sh.000001,d
2017-02-24,3246.8600,3253.9550,3233.5340,3253.4320,18640636160,213839036416.0000,sh.000001,d
2017-02-27,3249.1940,3251.6540,3224.0880,3228.6600,18258107136,211395715072.0000,sh.000001,d
2017-02-28,3225.9680,3242.6790,3225.9680,3241.7330,15124431872,186019287040.0000,sh.000001,d
2017-03-01,3240.0720,3259.9780,3237.8710,3246.9330,19067755008,225940967424.0000,sh.000001,d
2017-03-02,3250.5180,3256.8070,3228.6640,3230.0280,18121507584,223043960832.0000,sh.000001,d
2017-03-03,3219.2010,3221.1550,3206.6120,3218.3110,15708236800,192707923968.0000,sh.000001,d
2017-03-06,3217.3340,3234.6620,3215.0670,3233.8650,15609215744,193769172992.0000,sh.000001,d
2017-03-07,3233.0930,3242.6590,3226.8210,3242.4060,16406423552,209931206656.0000,sh.000001,d
2017-03-08,3240.5320,3245.3040,3230.6080,3240.6640,16073138688,198225780736.0000,sh.000001,d
2017-03-09,3233.7000,3233.8740,3205.2790,3216.7450,16737110784,199217647616.0000,sh.000001,d
2017-03-10,3213.7290,3222.3180,3208.4470,3212.7600,13667274240,173663170560.0000,sh.000001,d
2017-03-13,3209.4490,3237.1210,3193.1560,3237.0240,16367376128,206919741440.0000,sh.000001,d
2017-03-14,3235.2510,3246.3280,3231.5200,3239.3270,14694602240,191535128576.0000,sh.000001,d
2017-03-15,3235.4030,3243.7130,3227.7370,3241.7590,14405568256,185727250432.0000,sh.000001,d
2017-03-16,3247.1620,3269.7700,3247.1620,3268.9350,18941600256,244508344320.0000,sh.000001,d
2017-03-17,3271.8660,3274.1900,3232.2800,3237.4470,20058322432,262184046592.0000,sh.000001,d
2017-03-20,3241.1100,3251.1270,3228.1170,3250.8080,17054843136,213951758336.0000,sh.000001,d
2017-03-21,3250.2470,3262.2200,3246.6950,3261.6100,16271930624,219121270784.0000,sh.000001,d
2017-03-22,3246.2230,3255.7770,3229.1280,3245.2190,18973164800,244545458176.0000,sh.000001,d
2017-03-23,3245.8070,3262.0910,3221.9340,3248.5490,19302914304,258246692864.0000,sh.000001,d
2017-03-24,3247.3490,3275.2060,3241.1230,3269.4450,21977791488,267094163456.0000,sh.000001,d
2017-03-27,3268.9240,3283.2390,3262.1180,3266.9550,20185267456,249185542144.0000,sh.000001,d
2017-03-28,3265.6340,3265.6340,3246.0860,3252.9470,16171001344,203452481536.0000,sh.000001,d
2017-03-29,3252.8650,3262.0970,3233.2790,3241.3140,21610557440,245371850752.0000,sh.000001,d
2017-03-30,3235.1360,3240.0170,3195.8520,3210.2360,24713548032,265694871552.0000,sh.000001,d
2017-03-31,3206.2520,3226.2480,3205.5360,3222.5140,19644292096,214036160512.0000,sh.000001,d
2017-04-05,3235.6600,3270.6450,3233.2360,3270.3050,24832020224,273201156096.0000,sh.000001,d
2017-04-06,3272.1920,3286.6730,3265.7640,3281.0040,24528800000,262335586304.0000,sh.000001,d
2017-04-07,3280.6230,3295.1870,3275.0500,3286.6160,23610894336,266738323456.0000,sh.000001,d
2017-04-10,3285.4590,3285.4590,3265.0120,3269.3920,23269461504,279415193600.0000,sh.000001,d
2017-04-11,3266.2210,3290.3880,3244.4040,3288.9650,28128124928,326622408704.0000,sh.000001,d
2017-04-12,3283.8360,3284.9330,3262.2770,3273.8300,26938179072,311505522688.0000,sh.000001,d
2017-04-13,3265.2180,3281.1360,3261.4900,3275.9600,20734687488,223287214080.0000,sh.000001,d
2017-04-14,3276.1380,3276.7110,3238.8950,3246.0660,21450855936,224106680320.0000,sh.000001,d
2017-04-17,3229.9490,3229.9490,3199.9120,3222.1670,21273718784,227214680064.0000,sh.000001,d
2017-04-18,3215.3960,3225.0540,3196.4880,3196.7130,18866135296,211866767360.0000,sh.000001,d
2017-04-19,3184.6660,3189.4360,3147.0650,3170.6860,21323807488,225806057472.0000,sh.000001,d
2017-04-20,3165.6650,3178.1820,3148.1840,3172.1000,19087398400,220098232320.0000,sh.000001,d
2017-04-21,3170.2890,3180.7940,3158.6280,3173.1510,16476174080,184131440640.0000,sh.000001,d
2017-04-24,3164.2470,3164.2470,3111.2140,3129.5310,18627743488,197845254144.0000,sh.000001,d
2017-04-25,3123.8940,3145.2670,3117.4480,3134.5670,15341830656,174129250304.0000,sh.000001,d
2017-04-26,3132.9180,3152.9530,3131.4180,3140.8470,16987810816,197112872960.0000,sh.000001,d
2017-04-27,3131.3490,3155.0030,3097.3330,3152.1860,21179307264,235748319232.0000,sh.000001,d
2017-04-28,3144.0210,3154.7260,3136.5780,3154.6580,16288989952,183195770880.0000,sh.000001,d
2017-05-02,3147.2270,3154.7810,3136.5390,3143.7120,15422296320,176389918720.0000,sh.000001,d
2017-05-03,3138.3060,3148.2850,3123.7500,3135.3460,16376392448,190236602368.0000,sh.000001,d
2017-05-04,3127.1050,3143.8170,3111.3910,3127.3680,17796748544,200170852352.0000,sh.000001,d
2017-05-05,3114.7730,3117.6140,3092.0910,3103.0370,17621364224,200273907712.0000,sh.000001,d
2017-05-08,3090.0650,3093.4510,3067.6940,3078.6120,18052690432,198171688960.0000,sh.000001,d
2017-05-09,3064.8480,3084.2070,3056.5580,3080.5260,13506667520,152795901952.0000,sh.000001,d
2017-05-10,3078.1720,3090.8190,3051.5890,3052.7850,16079445248,181624152064.0000,sh.000001,d
2017-05-11,3036.7890,3063.5630,3016.5300,3061.5000,19134190080,197604069376.0000,sh.000001,d
2017-05-12,3054.1120,3090.4910,3051.8710,3083.5130,15968409856,175107244032.0000,sh.000001,d
2017-05-15,3085.9310,3098.9120,3085.9310,3090.2280,13566072832,158269607936.0000,sh.000001,d
2017-05-16,3082.8710,3113.5110,3060.5340,3112.9640,17377556480,193292103680.0000,sh.000001,d
2017-05-17,3107.8020,3119.5810,3101.2950,3104.4410,16867415808,194560593920.0000,sh.000001,d
2017-05-18,3082.3280,3103.4410,3077.9630,3090.1390,14862003456,168149516288.0000,sh.000001,d
2017-05-19,3086.7050,3095.4820,3081.2780,3090.6300,12963523072,150164226048.0000,sh.000001,d
2017-05-22,3087.1700,3103.9370,3063.1520,3075.6750,15368372992,170340982784.0000,sh.000001,d
2017-05-23,3069.3930,3084.2350,3050.8420,3061.9470,17831059968,195073654784.0000,sh.000001,d
2017-05-24,3047.5680,3064.8120,3022.3020,3064.0750,13981335296,152669200384.0000,sh.000001,d
2017-05-25,3055.3420,3114.6570,3052.8300,3107.8310,19139184128,201910124544.0000,sh.000001,d
2017-05-26,3101.2860,3120.6620,3100.3870,3110.0580,15592348672,171327385600.0000,sh.000001,d
2017-05-31,3125.3250,3143.2780,3111.5560,3117.1770,15295043072,177913311232.0000,sh.000001,d
2017-06-01,3108.4210,3113.5210,3097.6790,3102.6230,16301571840,180782624768.0000,sh.000001,d
2017-06-02,3094.2250,3110.3890,3081.8480,3105.5400,14250492416,154454347776.0000,sh.000001,d
2017-06-05,3102.1090,3105.5050,3084.8300,3091.6560,13257029888,143429804032.0000,sh.000001,d
2017-06-06,3084.5400,3102.8630,3078.7870,3102.1260,11343996416,127804624896.0000,sh.000001,d
2017-06-07,3101.7600,3140.7740,3098.9500,3140.3240,17322901504,194287943680.0000,sh.000001,d
2017-06-08,3136.4700,3153.2630,3132.8270,3150.3330,15227766016,178894299136.0000,sh.000001,d
2017-06-09,3147.4530,3165.9190,3146.1070,3158.4000,16013633536,181584883712.0000,sh.000001,d
2017-06-12,3149.5260,3164.9500,3135.3140,3139.8760,14672942592,170223276032.0000,sh.000001,d
2017-06-13,3134.0080,3155.9890,3131.0430,3153.7420,12831827968,148457869312.0000,sh.000001,d
2017-06-14,3146.7480,3149.1730,3125.3540,3130.6740,13834704128,160641228800.0000,sh.000001,d
2017-06-15,3125.5860,3137.5850,3117.0840,3132.4860,14695424512,171124531200.0000,sh.000001,d
2017-06-16,3126.3720,3134.2510,3117.8560,3123.1660,12965275904,149215477760.0000,sh.000001,d
2017-06-19,3122.1570,3146.7700,3121.7780,3144.3730,13489175808,151741796352.0000,sh.000001,d
2017-06-20,3148.0180,3150.4640,3134.6100,3140.0130,14119180288,162498015232.0000,sh.000001,d
2017-06-21,3148.9860,3157.0270,3132.6170,3156.2110,13668826880,167048216576.0000,sh.000001,d
2017-06-22,3152.2420,3186.9820,3146.6430,3147.4530,19134400512,220438437888.0000,sh.000001,d
2017-06-23,3138.4440,3158.0470,3118.0940,3157.8730,15484364800,175568523264.0000,sh.000001,d
2017-06-26,3157.0020,3187.8890,3156.9760,3185.4430,17357921024,200419303424.0000,sh.000001,d
2017-06-27,3183.4190,3193.4610,3172.4630,3191.1960,14820119808,167523799040.0000,sh.000001,d
2017-06-28,3183.6330,3193.4390,3170.7850,3173.2010,14651672064,162081099776.0000,sh.000001,d
2017-06-29,3174.9810,3188.7740,3174.2830,3188.0620,12875547136,147249799168.0000,sh.000001,d
2017-06-30,3176.9480,3193.2410,3171.5700,3192.4260,12146454272,143195602944.0000,sh.000001,d
2017-07-03,3191.9980,3196.2860,3177.0240,3195.9110,14030571776,156575784960.0000,sh.000001,d
2017-07-04,3192.8880,3193.0640,3174.3140,3182.8030,14111496704,161454563328.0000,sh.000001,d
2017-07-05,3179.2160,3207.3090,3174.7080,3207.1340,14829648384,173554012160.0000,sh.000001,d
2017-07-06,3203.8630,3215.9500,3188.7730,3212.4440,17580928768,202209615872.0000,sh.000001,d
2017-07-07,3203.8220,3219.5230,3195.2900,3217.9560,17671541504,201938313216.0000,sh.000001,d
2017-07-10,3208.4620,3223.3400,3203.2080,3212.6310,19892801024,222828310528.0000,sh.000001,d
2017-07-11,3201.5160,3226.9080,3199.2230,3203.0370,18783726336,205493366784.0000,sh.000001,d
2017-07-12,3201.9290,3215.1960,3177.9340,3197.5430,18690087936,201799622656.0000,sh.000001,d
2017-07-13,3192.3610,3219.2680,3190.3390,3218.1630,19530361088,210820894720.0000,sh.000001,d
2017-07-14,3212.0310,3222.9780,3204.8520,3222.4160,16012677376,174312136704.0000,sh.000001,d
2017-07-17,3219.7910,3230.3540,3139.5030,3176.4640,26620527360,274653249536.0000,sh.000001,d
2017-07-18,3159.7310,3187.6710,3150.1280,3187.5670,19062306048,196452360192.0000,sh.000001,d
2017-07-19,3181.4010,3232.9400,3179.7300,3230.9760,27242072576,269771018240.0000,sh.000001,d
2017-07-20,3227.5050,3246.2360,3225.4320,3244.8640,23210839296,245825421312.0000,sh.000001,d
2017-07-21,3236.5880,3247.7120,3231.9550,3237.9810,20600325120,221956911104.0000,sh.000001,d
2017-07-24,3230.8980,3261.1040,3230.0700,3250.5980,23305639936,250631192576.0000,sh.000001,d
2017-07-25,3249.1370,3261.6450,3233.1370,3243.6890,20557387264,213405499392.0000,sh.000001,d
2017-07-26,3244.4600,3264.8480,3228.0380,3247.6740,21354200576,228460519424.0000,sh.000001,d
2017-07-27,3243.7650,3251.9260,3220.6360,3249.7810,22848594432,242572083200.0000,sh.000001,d
2017-07-28,3240.1720,3256.3700,3232.9630,3253.2400,18222688000,198428585984.0000,sh.000001,d
2017-07-31,3252.7510,3276.9460,3251.1940,3273.0280,24603943936,253525921792.0000,sh.000001,d
2017-08-01,3274.3680,3292.6380,3273.5030,3292.6380,23719459328,256419942400.0000,sh.000001,d
2017-08-02,3288.5180,3305.4310,3282.0370,3285.0560,26673062912,279352340480.0000,sh.000001,d
2017-08-03,3279.9860,3293.3680,3262.1550,3272.9280,23327700480,243549544448.0000,sh.000001,d
2017-08-04,3269.3180,3287.1920,3261.3060,3262.0800,27590633984,285634760704.0000,sh.000001,d
2017-08-07,3257.6700,3280.1030,3243.7150,3279.4560,23117337856,231874371584.0000,sh.000001,d
2017-08-08,3277.1880,3285.4830,3269.6580,3281.8720,25204353792,255770185728.0000,sh.000001,d
2017-08-09,3277.8080,3277.9430,3263.8460,3275.5730,23559790592,237815123968.0000,sh.000001,d
2017-08-10,3269.7340,3282.5190,3236.1820,3261.7490,24068462336,251854041088.0000,sh.000001,d
2017-08-11,3237.9220,3245.1160,3200.7480,3208.5410,26296299520,266998263808.0000,sh.000001,d
2017-08-14,3206.0430,3240.0510,3206.0430,3237.3600,19034679552,209096077312.0000,sh.000001,d
2017-08-15,3235.2290,3263.5890,3235.1010,3251.2610,18229799680,204595859456.0000,sh.000001,d
2017-08-16,3247.8520,3248.7850,3228.8700,3246.4510,17685204992,200832532480.0000,sh.000001,d
2017-08-17,3253.8450,3269.1380,3251.4590,3268.4290,20362255104,228376944640.0000,sh.000001,d
2017-08-18,3253.2430,3275.0760,3248.0830,3268.7240,19112248320,218437742592.0000,sh.000001,d
2017-08-21,3274.5800,3287.5180,3270.4750,3286.9050,18612248320,209718591488.0000,sh.000001,d
2017-08-22,3287.6140,3293.4760,3274.9410,3290.2250,18653799168,222927491072.0000,sh.000001,d
2017-08-23,3283.7960,3299.4570,3274.4400,3287.7040,17983220736,204330422272.0000,sh.000001,d
2017-08-24,3287.9590,3297.9880,3266.3580,3271.5110,16346893824,186245058560.0000,sh.000001,d
2017-08-25,3271.4600,3331.9140,3271.4600,3331.5220,20583948288,227141029888.0000,sh.000001,d
2017-08-28,3336.1260,3375.0330,3336.1260,3362.6510,25746143744,305319882752.0000,sh.000001,d
2017-08-29,3362.0600,3374.5940,3354.4620,3365.2260,21950453504,268916097024.0000,sh.000001,d
2017-08-30,3361.8200,3376.6480,3357.0800,3363.6260,24686331136,279640797184.0000,sh.000001,d
2017-08-31,3361.4620,3367.3580,3340.6860,3360.8100,23441978112,269133107200.0000,sh.000001,d
2017-09-01,3365.9910,3381.9250,3358.4720,3367.1190,28249758464,313722093568.0000,sh.000001,d
2017-09-04,3369.7180,3381.4020,3359.1300,3379.5830,26742785024,296348434432.0000,sh.000001,d
2017-09-05,3377.1960,3390.8230,3371.5700,3384.3170,21655294720,245596606464.0000,sh.000001,d
2017-09-06,3372.4270,3391.0100,3364.7640,3385.3880,22909078528,262034653184.0000,sh.000001,d
2017-09-07,3383.6280,3387.7950,3363.1760,3365.4970,22111868416,264037023744.0000,sh.000001,d
2017-09-08,3364.4270,3380.8890,3353.6870,3365.2420,19840518400,235160227840.0000,sh.000001,d
2017-09-11,3365.3500,3384.8100,3360.0460,3376.4180,21901101824,256888811520.0000,sh.000001,d
2017-09-12,3381.4870,3391.0690,3370.8510,3379.4880,27291031808,325024952320.0000,sh.000001,d
2017-09-13,3374.7180,3387.1390,3366.5410,3384.1470,19455071488,230733410304.0000,sh.000001,d
2017-09-14,3383.4700,3391.6430,3361.3330,3371.4250,22130648832,256744423424.0000,sh.000001,d
2017-09-15,3365.1450,3365.5270,3345.3280,3353.6190,21976581632,252910686208.0000,sh.000001,d
2017-09-18,3352.5130,3371.7480,3352.5130,3362.8580,19031967488,227938635776.0000,sh.000001,d
2017-09-19,3365.5310,3370.4000,3344.7050,3356.8440,19112969216,220728729600.0000,sh.000001,d
2017-09-20,3352.1840,3370.0970,3346.5350,3365.9950,19219666176,225839071232.0000,sh.000001,d
2017-09-21,3364.6970,3377.8840,3356.8750,3357.8120,19744869632,231946125312.0000,sh.000001,d
2017-09-22,3347.1560,3356.4510,3334.9840,3352.5290,17923400704,206583468032.0000,sh.000001,d
2017-09-25,3344.5880,3350.9610,3334.9430,3341.5480,16962129408,202401689600.0000,sh.000001,d
2017-09-26,3336.3490,3347.1620,3332.5980,3343.5820,13262859520,159039635456.0000,sh.000001,d
2017-09-27,3340.8210,3349.6940,3340.2980,3345.2710,14308694528,168981336064.0000,sh.000001,d
2017-09-28,3343.8440,3344.6000,3336.1780,3339.6420,14944430080,181955629056.0000,sh.000001,d
2017-09-29,3340.3100,3357.0150,3340.3100,3348.9430,14486244352,175892824064.0000,sh.000001,d
2017-10-09,3403.2450,3410.1700,3366.9650,3374.3780,19173605632,227440594944.0000,sh.000001,d
2017-10-10,3373.3440,3384.0260,3358.7950,3382.9870,17942384128,231148613632.0000,sh.000001,d
2017-10-11,3381.4880,3395.7790,3379.1630,3388.2830,18147670528,231154507776.0000,sh.000001,d
2017-10-12,3385.5320,3390.2030,3372.5330,3386.1000,16180937984,201667862528.0000,sh.000001,d
2017-10-13,3384.4880,3395.7480,3383.2390,3390.5230,13995476480,181118459904.0000,sh.000001,d
2017-10-16,3393.2050,3400.5110,3374.7680,3378.4700,17433061888,221650690048.0000,sh.000001,d
2017-10-17,3373.2340,3382.4070,3365.5640,3372.0400,12538172416,162910826496.0000,sh.000001,d
2017-10-18,3373.5280,3383.2320,3371.9240,3381.7930,15722879232,194298765312.0000,sh.000001,d
2017-10-19,3374.6440,3378.7350,3359.6280,3370.1720,15847649536,187921293312.0000,sh.000001,d
2017-10-20,3363.5130,3379.7650,3360.1000,3378.6480,12717285120,155065094144.0000,sh.000001,d
2017-10-23,3382.2800,3385.2850,3374.7050,3380.6990,13084628992,164369440768.0000,sh.000001,d
2017-10-24,3376.5980,3388.6880,3374.1240,3388.2470,13989751040,178552877056.0000,sh.000001,d
2017-10-25,3384.8570,3398.3040,3382.0330,3396.8970,12313122304,160060698624.0000,sh.000001,d
2017-10-26,3397.5190,3414.2410,3391.4540,3407.5670,18376862464,238596128768.0000,sh.000001,d
2017-10-27,3404.4970,3421.1020,3402.1140,3416.8120,17025717248,212377186304.0000,sh.000001,d
2017-10-30,3413.8670,3419.7310,3357.2760,3390.3370,20834928640,257776652288.0000,sh.000001,d
2017-10-31,3380.9990,3397.0980,3376.1230,3393.3410,15349820672,199929585664.0000,sh.000001,d
2017-11-01,3393.9670,3410.3510,3388.5970,3395.9120,18056612608,231978377216.0000,sh.000001,d
2017-11-02,3391.6520,3391.6520,3372.2130,3383.3090,16686426624,210014969856.0000,sh.000001,d
2017-11-03,3377.7350,3380.5700,3347.3600,3371.7440,17271479040,207437946880.0000,sh.000001,d
2017-11-06,3369.6850,3389.3820,3356.5330,3388.1740,15463646720,204311224320.0000,sh.000001,d
2017-11-07,3389.4720,3415.1480,3387.9450,3413.5740,19057174528,242595950592.0000,sh.000001,d
2017-11-08,3409.1470,3434.4910,3404.8810,3415.4600,18543646976,242025594880.0000,sh.000001,d
2017-11-09,3410.6720,3428.7700,3408.6180,3427.7940,15865042688,205433671680.0000,sh.000001,d
2017-11-10,3423.1840,3438.7920,3414.3280,3432.6730,18927650304,255772110848.0000,sh.000001,d
2017-11-13,3435.1830,3449.1630,3435.0840,3447.8350,20538905344,266738130944.0000,sh.000001,d
2017-11-14,3446.5450,3450.4940,3419.6910,3429.5480,19647267328,267435421696.0000,sh.000001,d
2017-11-15,3416.2110,3423.7490,3396.3810,3402.5240,16879207680,239734190080.0000,sh.000001,d
2017-11-16,3393.1930,3409.6530,3390.5880,3399.2500,15668433152,220862464000.0000,sh.000001,d
2017-11-17,3392.6830,3403.2850,3373.2950,3382.9070,24945815296,313750355968.0000,sh.000001,d
2017-11-20,3361.3560,3393.1060,3337.1160,3392.3980,17652468224,228308135936.0000,sh.000001,d
2017-11-21,3382.3590,3419.8020,3377.5980,3410.4970,19687180288,265303851008.0000,sh.000001,d
2017-11-22,3417.3310,3442.1770,3404.2860,3430.4640,21356709376,273674731520.0000,sh.000001,d
2017-11-23,3425.0090,3429.4230,3342.3320,3351.9180,21526539264,270469025792.0000,sh.000001,d
2017-11-24,3340.3840,3360.7450,3328.3330,3353.8200,15956966400,207623884800.0000,sh.000001,d
2017-11-27,3346.6560,3347.0500,3315.2640,3322.2290,16643917056,205803397120.0000,sh.000001,d
2017-11-28,3311.2320,3333.7990,3300.7800,3333.6570,13824780032,167062933504.0000,sh.000001,d
2017-11-29,3335.5670,3343.0620,3305.5720,3337.8620,18380593152,217769439232.0000,sh.000001,d
2017-11-30,3328.6420,3340.9200,3306.2830,3317.1880,15659585024,192076783616.0000,sh.000001,d
2017-12-01,3315.1050,3324.5160,3302.4390,3317.6170,13919830016,177490259968.0000,sh.000001,d
2017-12-04,3310.3810,3323.9960,3304.1030,3309.6180,14805328896,185025359872.0000,sh.000001,d
2017-12-05,3301.6900,3315.7370,3300.5110,3303.6750,20827886336,243489599488.0000,sh.000001,d
2017-12-06,3291.3120,3296.2010,3254.6100,3293.9640,15160445184,179174379520.0000,sh.000001,d
2017-12-07,3283.2790,3291.2810,3259.1630,3272.0540,13210589952,161764589568.0000,sh.000001,d
2017-12-08,3264.4770,3297.1300,3258.7590,3289.9920,13320931328,165761650688.0000,sh.000001,d
2017-12-11,3290.4880,3322.6730,3288.2940,3322.1950,13196598528,172986433536.0000,sh.000001,d
2017-12-12,3320.3100,3320.3100,3280.3290,3280.8130,12460482816,160978616320.0000,sh.000001,d
2017-12-13,3278.3960,3304.0100,3273.3240,3303.0370,11199864832,145295310848.0000,sh.000001,d
2017-12-14,3302.9320,3309.5290,3282.5730,3292.4380,12054423552,151346085888.0000,sh.000001,d
2017-12-15,3287.5290,3287.5290,3259.3880,3266.1370,13094061824,161877917696.0000,sh.000001,d
2017-12-18,3268.0330,3280.5430,3254.1770,3267.9220,12070038784,149738225664.0000,sh.000001,d
2017-12-19,3266.0190,3296.9390,3266.0190,3296.5380,11514013440,150786584576.0000,sh.000001,d
2017-12-20,3296.7400,3300.2120,3276.1200,3287.6050,13774511872,167961849856.0000,sh.000001,d
2017-12-21,3281.1170,3309.2230,3267.4040,3300.0590,14212792832,173740097536.0000,sh.000001,d
2017-12-22,3297.6850,3307.3270,3293.4410,3297.0630,12404732672,152099442688.0000,sh.000001,d
2017-12-25,3296.2100,3312.2990,3270.4400,3280.4610,14689363456,177293590528.0000,sh.000001,d
2017-12-26,3277.8370,3307.2990,3274.3270,3306.1240,14243450112,174679265280.0000,sh.000001,d
2017-12-27,3302.4610,3307.0790,3270.3490,3275.7820,16267489024,198264676352.0000,sh.000001,d
2017-12-28,3272.2910,3304.0960,3263.7280,3296.3840,17537167104,208019861504.0000,sh.000001,d
2017-12-29,3295.2460,3308.2240,3292.7690,3307.1720,14158683648,170356756480.0000,sh.000001,d
2018-01-02,3314.0300,3349.0530,3314.0300,3348.3250,20227886080,227788460032.0000,sh.000001,d
2018-01-03,3347.7420,3379.9150,3345.2880,3369.1080,21383614976,258366521344.0000,sh.000001,d
2018-01-04,3371.0000,3392.8260,3365.2950,3385.7100,20695528704,243090767872.0000,sh.000001,d
2018-01-05,3386.4640,3402.0690,3380.2450,3391.7500,21306068224,248187842560.0000,sh.000001,d
2018-01-08,3391.5520,3412.7300,3384.5590,3409.4790,23616510720,286213218304.0000,sh.000001,d
2018-01-09,3406.1110,3417.2270,3403.5860,3413.8990,19148855040,238249975808.0000,sh.000001,d
2018-01-10,3414.1120,3430.2130,3398.8420,3421.8340,20909499648,254515441664.0000,sh.000001,d
2018-01-11,3415.5850,3426.4820,3405.6390,3425.3440,17381213184,218414133248.0000,sh.000001,d
2018-01-12,3423.8790,3435.4230,3417.9800,3428.9400,17406340352,215961456640.0000,sh.000001,d
2018-01-15,3428.9500,3442.5000,3402.3120,3410.4880,23200928256,286362734592.0000,sh.000001,d
2018-01-16,3403.4690,3437.5820,3401.9600,3436.5940,21147546880,266578817024.0000,sh.000001,d
2018-01-17,3438.5760,3465.2040,3430.5110,3444.6710,26104503040,316532678656.0000,sh.000001,d
2018-01-18,3449.8810,3476.5460,3448.7880,3474.7540,22003955456,267692642304.0000,sh.000001,d
2018-01-19,3481.6200,3498.4340,3474.2910,3487.8640,24753673216,294189072384.0000,sh.000001,d
2018-01-22,3476.9930,3503.3850,3475.6730,3501.3620,21748753408,261295714304.0000,sh.000001,d
2018-01-23,3504.3430,3547.2220,3504.3430,3546.5040,23870590464,282091888640.0000,sh.000001,d
2018-01-24,3553.4780,3569.4890,3527.1110,3559.4650,25295449600,307629215744.0000,sh.000001,d
2018-01-25,3555.1670,3571.4800,3528.0340,3548.3070,24341342208,287989534720.0000,sh.000001,d
2018-01-26,3535.4930,3574.9040,3534.1950,3558.1280,22269829632,258149515264.0000,sh.000001,d
2018-01-29,3563.6400,3587.0320,3510.2680,3523.0000,23602696448,285417005056.0000,sh.000001,d
2018-01-30,3511.5000,3523.0510,3484.6550,3488.0090,18636997632,224681693184.0000,sh.000001,d
2018-01-31,3470.5080,3495.4530,3454.7250,3480.8330,20725340416,242657959936.0000,sh.000001,d
2018-02-01,3478.6700,3495.0930,3424.4180,3446.9790,26050470656,292882255872.0000,sh.000001,d
2018-02-02,3419.2240,3463.1630,3388.8590,3462.0800,20812055040,236278755328.0000,sh.000001,d
2018-02-05,3411.6690,3487.7210,3406.2400,3487.4970,21767375360,252198768640.0000,sh.000001,d
2018-02-06,3418.0100,3440.1240,3364.2160,3370.6520,28055547648,318818541568.0000,sh.000001,d
2018-02-07,3412.7440,3425.5370,3304.0070,3309.2590,26093971456,295264428032.0000,sh.000001,d
2018-02-08,3281.0450,3307.1620,3225.7110,3262.0500,20126249984,222348685312.0000,sh.000001,d
2018-02-09,3172.8500,3180.1100,3062.7420,3129.8500,25638917632,272095088640.0000,sh.000001,d
2018-02-12,3128.3700,3168.1250,3113.6050,3154.1250,15331083008,171003183104.0000,sh.000001,d
2018-02-13,3176.1060,3219.2160,3176.1060,3184.9580,15152759808,172045205504.0000,sh.000001,d
2018-02-14,3188.2470,3203.4960,3171.3830,3199.1580,10032282624,114552201216.0000,sh.000001,d
2018-02-22,3237.5690,3269.9150,3234.1150,3268.5580,13873044480,157303881728.0000,sh.000001,d
2018-02-23,3275.4290,3294.1330,3258.4870,3289.0240,14579036928,159502516224.0000,sh.000001,d
2018-02-26,3307.2950,3335.9850,3281.6150,3329.5730,18856860160,213333037056.0000,sh.000001,d
2018-02-27,3328.6710,3328.6710,3284.6290,3292.0670,17421936896,204394381312.0000,sh.000001,d
2018-02-28,3264.0580,3277.8320,3239.8430,3259.4080,15104353536,180233814016.0000,sh.000001,d
2018-03-01,3235.0880,3280.1490,3228.5840,3273.7540,15909831936,185277784064.0000,sh.000001,d
2018-03-02,3248.4460,3269.9370,3242.2660,3254.5280,15086106368,178602991616.0000,sh.000001,d
2018-03-05,3255.8710,3269.3990,3236.7170,3256.9260,14483598848,174148636672.0000,sh.000001,d
2018-03-06,3266.4860,3290.2530,3243.6540,3289.6410,19535804672,224381788160.0000,sh.000001,d
2018-03-07,3288.8640,3308.4060,3264.7630,3271.6680,16866501888,193489334272.0000,sh.000001,d
2018-03-08,3268.3460,3289.4970,3261.5520,3288.4050,14982752000,175895392256.0000,sh.000001,d
2018-03-09,3291.4250,3309.7150,3283.5590,3307.1650,16842450944,202349182976.0000,sh.000001,d
2018-03-12,3319.2080,3333.5610,3313.5550,3326.6990,20653243648,247894175744.0000,sh.000001,d
2018-03-13,3324.1210,3333.8750,3307.3760,3310.2380,17711435264,202375118848.0000,sh.000001,d
2018-03-14,3298.6650,3304.9780,3287.3550,3291.3810,15749108480,183457632256.0000,sh.000001,d
2018-03-15,3277.5140,3297.0980,3273.2000,3291.1120,14857360640,179516616704.0000,sh.000001,d
